Gene.symbol	Gene.ID	adj.P.Val	logFC
CYP2B6	1555	0.744368631647088	-0.0531534425113387
OR3A3	8392	0.744368631647088	0.0745200289909294
		0.744520925457619	-0.0977012213083945
HOOK3	84376	0.744534394014719	-0.0855909805997754
IKBKE	9641	0.744674591097759	0.106259955544217
TRMT2A	27037	0.744674591097759	-0.057684674200682
GATC	283459	0.744674591097759	0.0809580677040813
POU4F1	5457	0.74476588202173	-0.123096746807257
NPTX1	4884	0.744774592726682	-0.0590458094024955
		0.744774592726682	-0.132119046806125
COMMD8	54951	0.744774592726682	0.106164380709749
		0.744919694011689	-0.120898745793651
MLF1	4291	0.744953228368377	-0.0841790148083916
HNRNPDL	9987	0.744967933139683	-0.103797705563494
ROM1	6094	0.744967933139683	-0.0498098426020421
MROH5	389690	0.745013471543222	0.0549772444308374
ZFP90	146198	0.745013471543222	0.146069629596369
PRM1	5619	0.745013471543222	-0.0538742621995469
CCL21	6366	0.745013471543222	0.0530308403616795
		0.745039175203746	-0.0362532445544224
IFT27	11020	0.745067336016347	0.0703440126507919
		0.745237117635449	0.0251965206020404
ATG4B	23192	0.745294138909446	0.103807308107708
LY6G6D	58530	0.745304150025848	-0.0797731129195034
		0.745304150025848	-0.0864689867018136
LOC400940///LOC400940	400940///400940	0.745304150025848	-0.0686504941598645
TAS2R43	259289	0.745387139739756	0.179146079873017
RBM46	166863	0.745390551250458	-0.0468293958095245
SLC37A2	219855	0.745486195193067	-0.179457974947845
		0.745493462692265	0.0540454061417224
		0.745493462692265	-0.130963854696145
FCGR1CP///FCGR1B///FCGR1A	100132417///2210///2209	0.745503114938203	-0.378091651774378
		0.74553990776968	-0.0397219188253977
EPHA10	284656	0.745573109660567	0.0838018548446691
OTOG	340990	0.745573109660567	0.0517215946666658
MIR194-2	406970	0.745573109660567	-0.119921963369614
DIO3	1735	0.745573109660567	-0.0588533808299339
		0.74563399003783	-0.153378945662132
		0.74563399003783	0.083875699149659
FAM214B	80256	0.745729952415809	0.186123866239226
		0.745729952415809	-0.0770642850102052
		0.745777619876052	-0.0522561533718826
SULT6B1	391365	0.74577970553406	0.0561106499002255
		0.74577970553406	0.0498142369058954
SLC24A2	25769	0.74577970553406	0.0381120178911556
UBE2L3	7332	0.746204075194049	-0.0580187129954686
HM13	81502	0.746373535016017	-0.0567571987868494
AQP9	366	0.746373535016017	0.531848099729022
		0.746478071487129	0.0715035209648525
LMX1B	4010	0.746526494658583	-0.0663737462800462
RPS13	6207	0.746526494658583	-0.198645682138324
LINC00955	285492	0.746526494658583	-0.0554958046927423
		0.746814775977442	0.0688150476417189
CCDC8	83987	0.746814775977442	0.0639261758129246
C14orf2///C14orf2	9556///9556	0.746814775977442	-0.0799673140362822
DNAJC30	84277	0.746822850783696	0.0939285899002273
		0.747047506505184	-0.0497174591065765
RRP36	88745	0.747056060580589	-0.0707664412551035
		0.747056060580589	-0.103814260187079
EDF1	8721	0.747097920839371	-0.0866778440328844
FYB	2533	0.747097920839371	0.399649129023809
LCA5L	150082	0.747102409865649	-0.0437064117108847
MIR7-3	407045	0.747177207492152	-0.0985479320782323
		0.747177207492152	0.166770017832198
		0.747177207492152	-0.0689667825487543
C22orf31	25770	0.747177207492152	0.0448728309716544
HSD3B2	3284	0.747177207492152	0.0802942142222216
TMEM107	84314	0.747321984272031	0.0648591622154191
SAA1	6288	0.747321984272031	-0.0762169806473936
MIR200A	406983	0.747321984272031	-0.0476737764455786
SNX19	399979	0.747321984272031	0.0551469660736936
		0.747422840728039	-0.0919908613798199
LINC01124	440925	0.747604023434316	-0.0628917015306127
IP6K3	117283	0.747644914654028	0.0609166108015859
UBA7	7318	0.747958392468968	-0.0724343139909305
		0.747958392468968	-0.0529693743197281
SYT4	6860	0.748014899220193	0.0514441123843525
		0.748029840357149	-0.133253434546487
MORN4	118812	0.748029840357149	-0.0859903582800472
APH1B	83464	0.748029840357149	0.0961059762732424
TBC1D19	55296	0.748058158960651	-0.183143086299321
		0.748058158960651	0.0854957293424032
STX10	8677	0.748064155139773	0.110068436420633
PIN4	5303	0.748064155139773	-0.100418539302723
		0.748064155139773	-0.0879177741031745
ASB2	51676	0.748190220565959	0.0702171736077091
CACNA1B	774	0.748223509691801	0.0531822039784577
		0.748236537612371	-0.0721153319342416
FGF1	2246	0.748307881999364	0.0468213304070302
EFNA1	1942	0.748379487275318	0.0704277209047621
FAM159B	100132916	0.748552992252489	0.0495575416961449
DPY19L1	23333	0.748552992252489	-0.135265197662133
		0.748552992252489	0.0491417073492051
TRIM68	55128	0.748552992252489	0.137116465040815
PRRX1	5396	0.748614578049162	0.0480924846179129
		0.748614578049162	0.064508907393424
OR7D2	162998	0.748614578049162	-0.0746666822460331
PRB2///PRB4///PRB3///PRB1	653247///5545///5544///5542	0.748614578049162	0.041803844475055
ZPLD1	131368	0.748639760060317	0.0403243737006798
HPGD	3248	0.748674515132527	-0.20776623373016
SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-22///SNORD115-21///SNORD115-20///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-1///SNRPN	100036563///100033818///100033817///100033816///100033815///100033814///100033813///100033812///100033810///100033808///100033804///100033803///100033802///100033799///100033603///100033460///100033454///100033453///100033451///100033450///100033449///100033448///100033447///100033446///100033445///100033443///100033442///100033441///338433///6638	0.748779765417612	0.0337050545226747
PRO2949	55412	0.748837727969899	-0.0318572090997735
LOC153684	153684	0.748837727969899	-0.0884516042539687
SRSF11	9295	0.748837727969899	0.0862712743696115
		0.748837727969899	0.0747030979433108
		0.748837727969899	-0.0890397065351478
RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2	729857///729540///727851///653489///400966///285190///84220///5903	0.748925919673186	0.102350421226756
		0.748975943336058	0.232413725775507
KCNAB1	7881	0.748975943336058	0.0344473220192745
TTTY1B///TTTY1	100101116///50858	0.748975943336058	0.0493338475136054
OR6P1	128366	0.749036947091004	0.0633345853990916
GPR173	54328	0.749036947091004	0.0596105683004522
CLCA1	1179	0.749044104126902	-0.0404232490192751
FER1L4	80307	0.749083374562793	-0.0653512376700691
		0.749083374562793	0.07998292795238
		0.749113197098797	0.0844613739773221
		0.749113197098797	-0.0577273137653052
		0.749193489833557	-0.128625014820863
		0.749193489833557	0.0619755132653061
TBATA	219793	0.749203217505751	-0.0503678566201819
		0.749318654430592	0.0429151232913827
EIF3F	8665	0.749334721641726	-0.148649263333336
WFDC8	90199	0.749334721641726	-0.0519795799421772
HS6ST2	90161	0.74933512366065	0.0440522842210878
NCOR1P1	149934	0.749405671021999	0.0927267098605418
		0.749445217563208	-0.0554745151598661
ZC4H2	55906	0.749445217563208	0.155727978041949
U2AF1	7307	0.74955230964218	-0.0497688291383227
		0.74963711623957	-0.0397392137040824
		0.749979464469828	-0.0589126346870752
PAGE1	8712	0.750046828597118	0.0515837249251687
		0.750056650025873	0.0588757207573689
		0.750056650025873	-0.0882152937482994
BLZF1	8548	0.750056650025873	-0.133860128603176
		0.750056650025873	0.128549815670068
LINC00341	79686	0.750056650025873	0.0705734498492063
SUMO4///SUMO2	387082///6613	0.750114158005702	0.0671697615691595
		0.750117274253559	0.0668881748639456
AOC3	8639	0.750217942227983	0.103637568312923
TMEM14A	28978	0.750220756344723	-0.171699280036282
SPTBN1	6711	0.750220756344723	0.16347644245578
FAM26D	221301	0.750287541796205	-0.0341356928571432
GSTA5	221357	0.750434375041985	0.0470674683866203
		0.750451872632677	0.103164039997731
LOC102725072///POM121L10P///POM121L8P///POM121L9P///POM121L1P	102725072///646074///29797///29774///25812	0.750482424590581	0.0696800509875262
WNT10B	7480	0.750482424590581	0.0802660226519256
FOXA2	3170	0.750486748372647	-0.0781066353673481
LSM8	51691	0.750499977838119	-0.125152162147395
		0.750499977838119	-0.251426762867347
		0.750499977838119	-0.0482050889727894
MRPS21	54460	0.750499977838119	0.142935798590702
		0.750499977838119	0.0734151310192739
		0.750556696696002	-0.0774687368900233
		0.750635733787951	0.0499814540736954
		0.750671093399375	0.0307893921836722
		0.750712877749137	0.11819517497959
THNSL1	79896	0.750712877749137	0.158528011189342
SASS6	163786	0.750891959516439	0.165444095080496
LINC00029	100144596	0.750905634454996	0.0589131710124713
		0.750956868142163	0.0563680831848075
TSPO	706	0.750975088635746	0.109122998519273
TMTC3	160418	0.750975088635746	0.116531063104305
S100A13	6284	0.750975088635746	0.0589178663854861
		0.751211513795321	0.158307489768706
		0.751211513795321	-0.0336581883571436
SERPINA2	390502	0.751279108395657	0.069888581370749
		0.751279108395657	0.104379265393423
		0.751303804056383	0.07196767502721
		0.751319740623766	0.0496456594217651
PNPLA4	8228	0.751339004587917	-0.117397643222223
DLX6	1750	0.751368515095149	0.0756910221893401
		0.751368515095149	-0.072124593435376
IFNGR1	3459	0.751368515095149	0.162975149475056
		0.751412589435142	-0.0901073736337885
ROBO3	64221	0.75145993564459	-0.0596035571281197
		0.751749161366913	-0.0330313266972788
SCNN1D	6339	0.751769583012204	0.0596951870510196
CCL4L1///CCL4L2///CCL4///CCL4L1	388372///9560///6351///388372	0.751777478629494	0.141093442506802
VTA1	51534	0.751777478629494	0.0939190426780012
HKR1///HKR1	284459///284459	0.751777478629494	-0.0917246649217685
ANXA2P1	303	0.751850893281922	-0.106705778776644
		0.751889437749222	0.0739795083367341
		0.751984820564117	-0.130823321180273
TMEM91	641649	0.751993948991378	-0.164164629801587
MEDAG	84935	0.75204053267241	0.0578633430623579
MIR194-1	406969	0.752146358534329	-0.035795577246033
GNMT	27232	0.752177791210246	-0.0787843057743789
		0.752231182453561	-0.0923386208775514
COL8A1	1295	0.752231182453561	0.0441349426814055
OR2L8	391190	0.75236810817243	-0.176856186324264
BRF1	2972	0.752391148395817	-0.0588021271904786
REEP3	221035	0.752474841608056	-0.136544721672336
BRS3	680	0.752731569945047	-0.0395727020362817
WTIP	126374	0.752767550522369	-0.0616688992868513
ADPGK	83440	0.752796463896696	-0.0585602830510226
		0.752936567021483	0.152972355412698
		0.752936567021483	-0.0902645252074823
		0.752936567021483	-0.208636076280046
MAG	4099	0.752940362659343	-0.0570114396882104
COX8C	341947	0.752949200496387	0.059120904073696
ADAMTS15	170689	0.753037605897917	-0.0489680451598637
ZBBX	79740	0.753142607917659	0.0367055559251686
		0.75317989745432	0.0256897220997723
RPL28	6158	0.75317989745432	-0.082441129583902
TTYH1	57348	0.753228141992711	-0.0672826167029497
		0.753228141992711	0.146571316014737
		0.753265752772631	0.134834394955782
		0.753406307662615	0.0909342501077077
TMC7	79905	0.753406307662615	-0.0511230825691613
		0.753406307662615	0.0391834108321998
		0.753406307662615	-0.0619250832142866
MYBPC1	4604	0.753406307662615	0.0359001467188214
		0.753406307662615	0.118576595285713
		0.753406307662615	0.0713959324195006
		0.753406307662615	-0.0648201252766443
MRAP	56246	0.753406307662615	0.0683686550033995
		0.753406307662615	-0.0757453142857187
OR7C2	26658	0.753459311876053	0.0598561629387739
		0.753487978208691	-0.0861453663594114
RPL27A	6157	0.753494896110053	-0.108969605023812
MRPL53	116540	0.753545353124092	0.0817836386972797
SNORA9///SNHG15	677798///285958	0.753561332142776	0.112630520467116
CHRNB3	1142	0.753630843095879	0.038375290513605
		0.753770075922092	0.173099873049886
		0.753787652327438	0.201127522475054
		0.753787652327438	-0.0766149747845812
CES1	1066	0.753787652327438	0.262339888951246
		0.753875438299448	0.0442212473503387
NDUFS4	4724	0.753878944216431	-0.20627789112245
		0.753878944216431	0.114270753219953
		0.753882988801974	-0.266686421583906
		0.753939815322211	0.0841471597324253
MYO1H	283446	0.753939815322211	-0.0537546302800465
		0.753939815322211	-0.0394973826269851
		0.753939815322211	-0.028249772026077
		0.753939815322211	-0.133676279040818
AICDA	57379	0.753939815322211	0.0560327322086165
		0.753939815322211	0.0303147839682532
OCLM	10896	0.753939815322211	0.149250771825396
		0.753939815322211	0.168079160174601
LIPJ	142910	0.753939815322211	0.038509851226757
		0.753939815322211	-0.0722303577483006
SLC35B2	347734	0.754095939063086	0.0696882842539681
AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	729092///642517///414224///414189///119385///119016	0.754136261739654	-0.0926714015544245
NCF4	4689	0.754216881758402	0.274889026017004
		0.754312754632273	-0.0926907291791395
WBP11	51729	0.754312754632273	0.118136928182539
		0.754312754632273	-0.0643220039535146
		0.754312754632273	-0.0768114186451276
ABCA11P///ZNF141	79963///7700	0.754312754632273	0.134559890663263
		0.754312754632273	0.0731003260544218
MMAB	326625	0.754393115636278	-0.107713323243765
		0.754393115636278	0.0656119345759634
LONRF3	79836	0.754393115636278	-0.156518839445579
ZNF784	147808	0.754393115636278	0.0659928967414958
		0.754563848513586	0.0426281053537405
		0.754825257897732	-0.0577311244637202
		0.754825257897732	0.0683381321666667
PARVG	64098	0.754847401130719	0.0814209299024924
		0.754919501252779	0.0437477702925166
ADAM11	4185	0.755173328647879	0.0670128887460306
SLC39A1	27173	0.755173328647879	-0.0884931180487536
		0.755216075749418	0.0670744885090704
CNDP2	55748	0.75533122809186	-0.110689863099775
		0.755346007262495	-0.0412677954013612
		0.755443551139111	-0.0644595106587307
CCAR1	55749	0.755482467100988	-0.111676776884359
ZNF565	147929	0.755482467100988	0.0932882841349194
MIR128-2	406916	0.755482467100988	0.052776025738094
		0.755482467100988	0.13255612169274
TMEM64	169200	0.755482467100988	0.116851644651927
REG1A	5967	0.755482467100988	0.052648002199545
		0.755482467100988	0.152887955875283
		0.755487074988984	-0.136673909927437
LOC101928953	101928953	0.755506414310364	0.0552922371564613
GJA5	2702	0.755506414310364	0.046038021453513
SORBS2	8470	0.755506414310364	0.038136310633786
		0.755506414310364	0.0577485553866208
DEFB124	245937	0.755545339601002	0.108720756866211
TMEM98	26022	0.7556507074801	0.108022129049885
SEPT5-GP1BB///SEPT5///GP1BB	100526833///5413///2812	0.755668932847906	-0.0830722463809543
		0.755676414822347	0.128541889108842
SMG5	23381	0.755736472570204	0.0600791459807244
PRDM8	56978	0.755890303851828	0.0973591098446684
		0.755890303851828	0.0434465657108838
PDCD7	10081	0.755976083243425	-0.114607835253972
		0.755976083243425	0.0528318385555551
ANXA8L1///ANXA8	728113///653145	0.755976083243425	-0.0566803995600909
		0.756006284338191	0.0473995823809519
TRMT10C	54931	0.756027377651017	0.118993254153059
ATXN2	6311	0.756062559283097	-0.0638079693367359
SNORD83A	116937	0.756062559283097	-0.0760766131609971
MOB1A	55233	0.75612414088334	-0.075937776537419
MIR215	406997	0.756205350802677	0.0244453198265302
		0.756205350802677	0.0733561304954637
		0.756384201433742	0.0709281406235824
STK19	8859	0.756384201433742	-0.071550883431974
		0.756494187160567	0.0482084447755096
		0.756494187160567	-0.0394780085385498
MYZAP///GCOM1	100820829///145781	0.756502009436072	0.123154538
		0.75650673247824	0.0861762545804989
GJA9-MYCBP///GJA9	100527950///81025	0.756618531559883	0.0275298269512456
		0.75663768233146	0.0354082574671204
		0.756665255395526	0.0263060167494324
DPRX	503834	0.756665255395526	0.0856983788356005
STX18	53407	0.756665255395526	0.122198188521538
		0.756730638695288	-0.110900193658733
OR13F1	138805	0.756736681648842	-0.0556388502052165
		0.75684651832638	0.0525471930476189
KRTAP4-2	85291	0.75684651832638	0.0948037092097493
GOLT1A	127845	0.756890127288792	-0.0657477145986398
LINC01597///FAM27B	400841///100133121	0.756932434235421	0.0632147312562363
RAET1E-AS1	100652739	0.757143033420015	0.0620798591723366
		0.757143033420015	0.0331771151133733
		0.757143033420015	0.0577552547913824
SFXN1	94081	0.757166613198636	-0.177337622768706
		0.757182311169358	0.0431010838775503
TMEM158	25907	0.75718780984768	-0.0796864174569194
		0.757275762047692	0.0846963162777761
		0.757310722627259	0.0403495317380957
		0.757359994732255	0.0376738662528346
TRAPPC9	83696	0.757359994732255	0.0735454037244878
TBX6	6911	0.757506001670017	-0.0580428818083911
		0.75756157547475	0.0326679901054421
		0.75757152706907	-0.120072186229025
		0.757636743099528	0.0477890807006793
		0.757663962190169	-0.0620843881315221
TMPRSS6	164656	0.757899214661033	-0.0455825039455808
CDADC1	81602	0.757913433234999	-0.0870585047426333
APCS	325	0.758430667572137	0.0495527298911553
SNORD115-33	100033807	0.758498051453633	0.043581588371882
POLR3H	171568	0.758498051453633	-0.0984408292494345
ATF6	22926	0.758498051453633	0.105445776947844
SNX31	169166	0.758500057805897	0.045584207764171
FILIP1	27145	0.7586212518056	-0.0521008699024943
		0.758671416262333	0.0632363324807237
		0.758671416262333	-0.0516029363310655
SPATS1	221409	0.75876547186847	0.0475464058843524
CNTD2	79935	0.758800221109649	-0.079169283554422
		0.758831458002294	0.0896767966609966
		0.758835511758802	-0.0439063413265313
GPR143	4935	0.758857792419666	0.0612052729931971
		0.758870442409258	-0.0624734248072567
SLC30A2	7780	0.758922440649045	0.0519042238390028
		0.758922440649045	0.092924650863945
LINC01503	100506119	0.758922440649045	-0.0543563058480725
		0.758922440649045	0.030982805031746
SLC2A13	114134	0.758922440649045	0.078334130778912
		0.758922440649045	-0.0981518594138326
		0.758922440649045	0.0440156203356006
		0.758922440649045	-0.102872408471658
HS3ST3B1	9953	0.759214699140442	0.13447620185374
AASDHPPT	60496	0.75926792165108	-0.0849254196984113
